,Rk,Team,year,Overall_wins,Overall_losses,Home_wins,Home_losses,Road_wins,Road_losses,E_wins,E_losses,W_wins,W_losses,A_wins,A_losses,C_wins,C_losses,M_wins,M_losses,P_wins,P_losses,Pre_wins,Pre_losses,Post_wins,Post_losses,≤3_wins,≤3_losses,≥10_wins,≥10_losses,Nov_wins,Nov_losses,Dec_wins,Dec_losses,Jan_wins,Jan_losses,Feb_wins,Feb_losses,Mar_wins,Mar_losses,Apr_wins,Apr_losses,Oct_wins,Oct_losses,May_wins,May_losses,SE_wins,SE_losses,NW_wins,NW_losses,SW_wins,SW_losses,Jul_wins,Jul_losses,Aug_wins,Aug_losses
7,8,Boston Celtics,2016,48,34,28,13,20,21,31,21,17,13,10,6,9,9,,,7,3,32,23,16,11,5,7,26,13,9,7,8,6,9,8,9,3,7,7,5,2,1,1,,,12,6,6,4,4,6,,,,
8,9,Charlotte Hornets,2016,48,34,30,11,18,23,33,19,15,15,13,5,12,6,,,5,5,27,26,21,8,6,5,25,17,10,5,7,7,6,11,7,3,13,3,5,3,0,2,,,8,8,4,6,6,4,,,,
9,10,Miami Heat,2016,48,34,28,13,20,21,31,21,17,13,10,8,11,7,,,5,5,29,24,19,10,7,5,24,20,9,5,8,7,9,8,6,5,10,5,5,3,1,1,,,10,6,6,4,6,4,,,,
10,11,Indiana Pacers,2016,45,37,26,15,19,22,30,22,15,15,13,5,8,8,,,5,5,28,25,17,12,9,9,21,13,11,2,7,9,7,8,6,7,8,7,6,1,0,3,,,9,9,4,6,6,4,,,,
11,12,Detroit Pistons,2016,44,38,26,15,18,23,29,23,15,15,11,7,10,6,,,5,5,27,27,17,11,6,5,21,20,6,9,9,6,7,8,6,6,9,6,4,3,3,0,,,8,10,7,3,3,7,,,,
12,13,Portland Trail Blazers,2016,44,38,28,13,16,25,15,15,29,23,5,5,5,5,,,10,8,27,27,17,11,2,7,23,21,6,9,7,10,9,5,9,2,8,8,4,2,1,2,,,5,5,11,5,8,10,,,,
13,14,Dallas Mavericks,2016,42,40,23,18,19,22,15,15,27,25,8,2,4,6,,,9,9,29,26,13,14,6,11,19,18,9,7,9,5,9,9,4,6,5,10,5,2,1,1,,,3,7,11,7,7,9,,,,
14,15,Memphis Grizzlies,2016,42,40,26,15,16,25,17,13,25,27,7,3,7,3,,,9,9,31,22,11,18,8,3,15,23,8,7,8,8,10,4,7,4,6,10,1,6,2,1,,,3,7,9,9,7,9,,,,
15,16,Chicago Bulls,2016,42,40,26,15,16,25,25,27,17,13,12,6,10,6,,,6,4,27,25,15,15,10,4,14,19,8,4,8,7,8,8,4,8,8,9,4,3,2,1,,,3,15,5,5,6,4,,,,
16,17,Houston Rockets,2016,41,41,23,18,18,23,13,17,28,24,6,4,3,7,,,11,7,27,28,14,13,5,8,14,18,7,9,9,7,9,7,4,6,8,8,4,2,0,2,,,4,6,9,9,8,8,,,,
17,18,Washington Wizards,2016,41,41,22,19,19,22,30,22,11,19,9,9,11,7,,,4,6,23,28,18,13,7,6,22,22,4,7,8,8,7,8,8,6,7,9,5,2,2,1,,,10,6,2,8,5,5,,,,
18,19,Utah Jazz,2016,40,42,24,17,16,25,16,14,24,28,6,4,6,4,,,9,9,26,26,14,16,6,8,23,13,6,7,6,9,7,8,7,6,9,7,3,4,2,1,,,4,6,8,8,7,11,,,,
19,20,Orlando Magic,2016,35,47,23,18,12,29,21,31,14,16,12,6,5,13,,,2,8,23,29,12,18,6,10,12,20,9,6,10,5,2,12,5,7,6,11,3,4,0,2,,,4,12,7,3,5,5,,,,
20,21,Denver Nuggets,2016,33,49,18,23,15,26,15,15,18,34,6,4,5,5,,,7,11,22,32,11,17,10,5,11,21,5,11,6,9,6,9,5,7,9,8,1,4,1,1,,,4,6,4,12,7,11,,,,
21,22,Milwaukee Bucks,2016,33,49,23,18,10,31,21,31,12,18,9,9,4,12,,,4,6,22,32,11,17,6,4,12,27,7,9,6,10,7,8,5,6,6,9,2,5,0,2,,,8,10,4,6,4,6,,,,
22,23,Sacramento Kings,2016,33,49,18,23,15,26,14,16,19,33,6,4,5,5,,,8,8,22,31,11,18,8,4,11,19,6,10,5,8,8,7,4,7,6,11,3,4,1,2,,,3,7,7,11,4,14,,,,
23,24,New York Knicks,2016,32,50,18,23,14,27,21,31,11,19,8,8,7,11,,,4,6,23,32,9,18,4,7,14,23,6,9,7,8,8,9,2,9,5,10,2,4,2,1,,,6,12,5,5,2,8,,,,
24,25,New Orleans Pelicans,2016,30,52,21,20,9,32,10,20,20,32,4,6,4,6,,,8,10,20,33,10,19,5,5,11,23,4,10,6,9,8,6,5,7,5,12,2,5,0,3,,,2,8,8,10,4,12,,,,
25,26,Minnesota Timberwolves,2016,29,53,14,27,15,26,11,19,18,34,5,5,2,8,,,10,8,17,37,12,16,7,7,9,23,6,9,4,12,2,14,5,6,6,9,4,3,2,0,,,4,6,4,12,4,14,,,,
26,27,Phoenix Suns,2016,23,59,14,27,9,32,6,24,17,35,1,9,1,9,,,6,10,14,40,9,19,4,5,10,32,6,8,4,14,2,12,1,9,5,11,3,4,2,1,,,4,6,6,12,5,13,,,,
27,28,Brooklyn Nets,2016,21,61,14,27,7,34,12,40,9,21,6,10,4,14,,,3,7,14,40,7,21,7,4,6,34,4,10,5,10,3,13,5,7,4,11,0,7,0,3,,,2,16,4,6,2,8,,,,
28,29,Los Angeles Lakers,2016,17,65,12,29,5,36,9,21,8,44,4,6,2,8,,,2,14,11,44,6,21,2,7,4,44,2,12,4,13,3,14,2,8,5,10,1,6,0,2,,,3,7,3,15,3,15,,,,
29,30,Philadelphia 76ers,2016,10,72,7,34,3,38,3,49,7,23,2,14,0,18,,,4,6,8,45,2,27,0,6,5,41,0,16,3,13,4,10,1,11,1,14,1,6,0,2,,,1,17,2,8,1,9,,,,
0,1,Golden State Warriors,2017,67,15,36,5,31,10,25,5,42,10,9,1,8,2,,,14,2,47,9,20,6,3,4,48,6,14,1,13,3,12,2,9,3,12,4,5,1,2,1,,,8,2,15,3,13,5,,,,
1,2,San Antonio Spurs,2017,61,21,31,10,30,11,25,5,36,16,9,1,8,2,,,12,6,43,13,18,8,8,5,30,8,11,4,12,2,10,5,8,2,13,4,3,4,4,0,,,8,2,13,5,11,5,,,,
2,3,Houston Rockets,2017,55,27,30,11,25,16,19,11,36,16,8,2,5,5,,,13,5,40,18,15,9,8,3,30,11,9,6,15,2,10,7,6,3,9,6,4,2,2,1,,,6,4,13,5,10,6,,,,
3,4,Boston Celtics,2017,53,29,30,11,23,18,36,16,17,13,11,5,11,7,,,6,4,37,20,16,9,7,6,17,11,8,7,10,6,10,4,8,4,11,5,4,2,2,1,,,14,4,5,5,6,4,,,,
4,5,Cleveland Cavaliers,2017,51,31,31,10,20,21,35,17,16,14,16,2,8,8,,,6,4,39,16,12,15,3,4,25,15,10,3,12,4,7,8,9,2,7,10,3,4,3,0,,,11,7,6,4,4,6,,,,
5,6,Los Angeles Clippers,2017,51,31,29,12,22,19,20,10,31,21,6,4,5,5,,,10,6,35,21,16,10,3,6,33,14,11,5,8,9,8,4,6,5,10,8,5,0,3,0,,,9,1,10,8,11,7,,,,
6,7,Toronto Raptors,2017,51,31,28,13,23,18,34,18,17,13,14,2,10,8,,,3,7,33,24,18,7,8,7,26,8,10,5,10,4,8,9,6,5,10,6,5,1,2,1,,,10,8,8,2,6,4,,,,
7,8,Utah Jazz,2017,51,31,29,12,22,19,20,10,31,21,6,4,6,4,,,12,6,35,22,16,9,4,4,23,10,10,6,10,5,9,6,7,4,10,6,4,2,1,2,,,8,2,8,8,11,7,,,,
8,9,Washington Wizards,2017,49,33,30,11,19,22,32,20,17,13,12,6,12,6,,,8,2,34,21,15,12,9,6,18,12,6,9,10,5,12,4,7,3,11,7,3,3,0,2,,,8,8,6,4,3,7,,,,
9,10,Oklahoma City Thunder,2017,47,35,28,13,19,22,18,12,29,23,9,1,4,6,,,8,10,32,25,15,10,12,7,23,21,9,8,9,5,7,8,7,4,8,7,4,3,3,0,,,5,5,10,6,11,7,,,,
10,11,Atlanta Hawks,2017,43,39,23,18,20,21,30,22,13,17,13,5,11,7,,,2,8,32,24,11,15,7,8,17,21,7,9,7,7,11,4,5,6,6,10,4,3,3,0,,,6,10,4,6,7,3,,,,
11,12,Memphis Grizzlies,2017,43,39,24,17,19,22,15,15,28,24,5,5,5,5,,,9,9,34,24,9,15,7,5,17,20,9,7,11,6,7,7,7,4,6,9,1,5,2,1,,,5,5,11,7,8,8,,,,
12,13,Indiana Pacers,2017,42,40,29,12,13,28,26,26,16,14,8,10,8,8,,,6,4,29,28,13,12,4,2,23,19,8,8,7,8,9,4,6,7,6,10,5,1,1,2,,,10,8,5,5,5,5,,,,
13,14,Milwaukee Bucks,2017,42,40,23,18,19,22,27,25,15,15,10,8,10,6,,,7,3,25,30,17,10,8,2,21,22,7,6,8,8,5,10,5,6,14,4,2,4,1,2,,,7,11,4,6,4,6,,,,
14,15,Chicago Bulls,2017,41,41,25,16,16,25,28,24,13,17,10,8,9,7,,,5,5,28,29,13,12,5,6,17,23,7,7,6,11,8,7,6,5,6,9,5,2,3,0,,,9,9,4,6,4,6,,,,
15,16,Portland Trail Blazers,2017,41,41,25,16,16,25,13,17,28,24,5,5,3,7,,,9,9,23,33,18,8,7,11,18,16,8,9,4,11,8,7,2,7,13,3,4,3,2,1,,,5,5,11,5,8,10,,,,
16,17,Miami Heat,2017,41,41,23,18,18,23,27,25,14,16,7,11,11,7,,,5,5,25,32,16,9,8,6,19,13,5,10,4,12,9,6,8,3,10,6,4,2,1,2,,,9,7,4,6,5,5,,,,
17,18,Denver Nuggets,2017,40,42,22,19,18,23,16,14,24,28,6,4,7,3,,,12,6,25,31,15,11,5,10,24,19,6,9,7,8,7,7,6,7,8,7,5,2,1,2,,,3,7,6,10,6,12,,,,
18,19,Detroit Pistons,2017,37,45,24,17,13,28,21,31,16,14,7,11,5,11,,,4,6,27,30,10,15,5,7,23,26,8,9,5,10,6,7,8,4,6,11,2,3,2,1,,,9,9,7,3,5,5,,,,
19,20,Charlotte Hornets,2017,36,46,22,19,14,27,22,30,14,16,7,11,5,13,,,4,6,24,32,12,14,0,9,19,18,8,7,9,7,4,11,3,8,9,7,1,5,2,1,,,10,6,7,3,3,7,,,,
20,21,New Orleans Pelicans,2017,34,48,21,20,13,28,14,16,20,32,5,5,4,6,,,7,11,23,34,11,14,7,6,17,22,7,9,7,9,5,9,4,7,10,6,1,5,0,3,,,5,5,7,11,6,10,,,,
21,22,Dallas Mavericks,2017,33,49,21,20,12,29,14,16,19,33,4,6,6,4,,,8,10,22,34,11,15,4,6,14,26,3,11,7,10,8,6,6,5,7,9,2,5,0,3,,,4,6,6,12,5,11,,,,
22,23,Sacramento Kings,2017,32,50,17,24,15,26,11,19,21,31,5,5,3,7,,,7,9,24,33,8,17,10,6,9,27,5,9,7,8,5,11,6,5,4,12,3,3,2,2,,,3,7,8,10,6,12,,,,
23,24,Minnesota Timberwolves,2017,31,51,20,21,11,30,13,17,18,34,3,7,4,6,,,9,9,22,35,9,16,7,10,18,19,5,11,6,9,8,7,5,7,6,8,1,7,0,2,,,6,4,5,11,4,14,,,,
24,25,New York Knicks,2017,31,51,19,22,12,29,22,30,9,21,5,11,9,9,,,3,7,23,34,8,17,7,10,10,25,8,8,7,8,5,12,3,7,5,11,2,4,1,1,,,8,10,3,7,3,7,,,,
25,26,Orlando Magic,2017,29,53,16,25,13,28,20,32,9,21,8,10,5,13,,,3,7,21,37,8,16,5,5,10,32,7,8,8,8,4,12,3,7,5,11,2,4,0,3,,,7,9,2,8,4,6,,,,
26,27,Philadelphia 76ers,2017,28,54,17,24,11,30,19,33,9,21,7,9,5,13,,,4,6,21,35,7,19,9,8,7,29,4,12,4,10,10,5,4,8,6,11,0,6,0,2,,,7,11,3,7,2,8,,,,
27,28,Los Angeles Lakers,2017,26,56,17,24,9,32,10,20,16,36,3,7,3,7,,,6,10,19,39,7,17,2,4,14,31,9,8,2,14,5,10,2,8,2,12,5,2,1,2,,,4,6,4,14,6,12,,,,
28,29,Phoenix Suns,2017,24,58,15,26,9,32,13,17,11,41,6,4,3,7,,,3,13,18,39,6,19,9,5,7,32,6,9,4,11,5,9,3,9,4,12,2,4,0,4,,,4,6,3,15,5,13,,,,
29,30,Brooklyn Nets,2017,20,62,13,28,7,34,11,41,9,21,3,13,4,14,,,5,5,9,47,11,15,3,6,9,30,4,9,3,12,1,15,0,10,7,10,4,3,1,3,,,4,14,2,8,2,8,,,,
0,1,Houston Rockets,2018,65,17,34,7,31,10,24,6,41,11,6,4,9,1,,,13,5,44,13,21,4,5,3,38,8,12,1,9,5,10,4,12,0,14,1,3,3,5,3,,,9,1,16,2,12,4,,,,
1,2,Toronto Raptors,2018,59,23,34,7,25,16,40,12,19,11,12,4,14,4,,,6,4,41,16,18,7,5,7,33,5,9,5,11,3,10,5,9,2,12,4,4,2,4,2,,,14,4,5,5,8,2,,,,
2,3,Golden State Warriors,2018,58,24,29,12,29,12,24,6,34,18,9,1,6,4,,,13,3,44,14,14,10,5,1,38,13,11,3,13,2,11,3,8,3,7,7,3,3,5,3,,,9,1,8,10,13,5,,,,
3,4,Boston Celtics,2018,55,27,27,14,28,13,33,19,22,8,12,4,10,8,,,7,3,40,19,15,8,11,8,25,9,14,2,11,6,7,5,7,4,9,4,2,4,5,2,,,11,7,9,1,6,4,,,,
4,5,Philadelphia 76ers,2018,52,30,30,11,22,19,34,18,18,12,9,7,11,7,,,4,6,30,25,22,5,4,7,31,11,9,5,5,10,7,5,8,3,13,3,7,0,3,4,,,14,4,7,3,7,3,,,,
5,6,Cleveland Cavaliers,2018,50,32,29,12,21,20,35,17,15,15,11,7,11,5,,,5,5,34,22,16,10,8,5,17,20,12,3,9,5,6,8,6,4,10,6,4,2,3,4,,,13,5,5,5,5,5,,,,
6,7,Portland Trail Blazers,2018,49,33,28,13,21,20,18,12,31,21,4,6,6,4,,,15,3,32,26,17,7,8,8,20,12,9,6,5,8,11,5,6,4,12,3,2,4,4,3,,,8,2,9,7,7,11,,,,
7,8,Indiana Pacers,2018,48,34,27,14,21,20,32,20,16,14,11,7,10,6,,,9,1,33,25,15,9,11,2,20,16,8,7,7,8,10,5,5,4,11,4,3,3,4,3,,,11,7,3,7,4,6,,,,
8,9,New Orleans Pelicans,2018,48,34,24,17,24,17,21,9,27,25,6,4,9,1,,,12,6,31,26,17,8,7,3,19,16,8,6,7,8,9,5,8,3,8,7,5,1,3,4,,,6,4,6,12,9,7,,,,
9,10,Oklahoma City Thunder,2018,48,34,27,14,21,20,20,10,28,24,6,4,7,3,,,12,6,33,26,15,8,8,10,24,11,4,9,12,5,10,4,6,6,8,6,4,1,4,3,,,7,3,5,11,11,7,,,,
10,11,Utah Jazz,2018,48,34,28,13,20,21,14,16,34,18,3,7,6,4,,,15,3,30,28,18,6,4,5,31,19,7,8,5,10,6,7,9,2,12,3,5,1,4,3,,,5,5,7,9,12,6,,,,
11,12,Minnesota Timberwolves,2018,47,35,30,11,17,24,13,17,34,18,4,6,4,6,,,14,4,36,25,11,10,7,7,25,12,9,6,10,5,9,8,6,4,6,7,3,2,4,3,,,5,5,10,6,10,8,,,,
12,13,San Antonio Spurs,2018,47,35,33,8,14,27,18,12,29,23,6,4,5,5,,,11,7,35,24,12,11,8,10,25,17,10,4,11,5,9,7,2,7,8,6,3,3,4,3,,,7,3,9,9,9,7,,,,
13,14,Denver Nuggets,2018,46,36,31,10,15,26,18,12,28,24,4,6,8,2,,,10,8,32,26,14,10,10,5,21,15,9,5,7,8,7,8,7,3,8,7,5,1,3,4,,,6,4,9,7,9,9,,,,
14,15,Miami Heat,2018,44,38,26,15,18,23,31,21,13,17,9,9,11,7,,,5,5,30,28,14,10,9,9,16,13,8,7,9,6,10,5,3,7,9,7,3,2,2,4,,,11,5,4,6,4,6,,,,
15,16,Milwaukee Bucks,2018,44,38,25,16,19,22,27,25,17,13,11,7,6,10,,,7,3,32,25,12,13,7,4,14,16,7,6,8,6,8,7,6,6,8,7,3,3,4,3,,,10,8,5,5,5,5,,,,
16,17,Washington Wizards,2018,43,39,23,18,20,21,28,24,15,15,10,8,10,8,,,5,5,33,24,10,15,5,7,22,12,7,8,10,6,7,6,8,4,6,8,1,5,4,2,,,8,8,4,6,6,4,,,,
17,18,Los Angeles Clippers,2018,42,40,22,19,20,21,18,12,24,28,6,4,6,4,,,12,4,30,26,12,14,8,2,22,19,4,10,8,7,9,6,7,3,9,7,1,5,4,2,,,6,4,4,14,8,10,,,,
18,19,Detroit Pistons,2018,39,43,25,16,14,27,24,28,15,15,7,11,9,7,,,7,3,28,29,11,14,4,7,19,23,9,3,6,9,3,11,6,6,7,8,3,3,5,3,,,8,10,4,6,4,6,,,,
19,20,Charlotte Hornets,2018,36,46,21,20,15,26,22,30,14,16,4,14,7,11,,,7,3,24,33,12,13,1,5,23,23,4,9,5,11,8,6,7,5,6,9,2,3,4,3,,,11,5,4,6,3,7,,,,
20,21,Los Angeles Lakers,2018,35,47,20,21,15,26,16,14,19,33,5,5,5,5,,,6,10,23,34,12,13,6,7,18,21,5,9,3,11,8,7,7,3,7,8,2,5,3,4,,,6,4,4,14,9,9,,,,
21,22,New York Knicks,2018,29,53,19,22,10,31,17,35,12,18,6,10,4,14,,,5,5,23,36,6,17,2,7,15,30,8,7,7,8,5,11,1,9,3,12,2,3,3,3,,,7,11,4,6,3,7,,,,
22,23,Brooklyn Nets,2018,28,54,15,26,13,28,19,33,9,21,1,15,6,12,,,1,9,19,40,9,14,5,7,9,27,5,8,5,10,6,10,1,9,5,9,3,3,3,5,,,12,6,4,6,4,6,,,,
23,24,Chicago Bulls,2018,27,55,17,24,10,31,21,31,6,24,5,13,4,12,,,0,10,20,37,7,18,9,5,6,30,2,13,10,6,5,10,2,8,5,10,2,4,1,4,,,12,6,2,8,4,6,,,,
24,25,Sacramento Kings,2018,27,55,14,27,13,28,13,17,14,38,5,5,3,7,,,5,11,18,39,9,16,6,5,5,32,5,9,6,9,4,10,2,9,6,10,3,2,1,6,,,5,5,3,15,6,12,,,,
25,26,Orlando Magic,2018,25,57,17,24,8,33,15,37,10,20,5,13,5,13,,,3,7,18,39,7,18,3,5,10,27,4,11,3,12,3,10,3,8,4,10,3,4,5,2,,,5,11,2,8,5,5,,,,
26,27,Atlanta Hawks,2018,24,58,16,25,8,33,12,40,12,18,4,14,3,15,,,2,8,18,41,6,17,6,8,8,35,3,11,6,9,5,10,4,7,2,12,3,3,1,6,,,5,11,5,5,5,5,,,,
27,28,Dallas Mavericks,2018,24,58,15,26,9,32,10,20,14,38,2,8,4,6,,,4,14,18,40,6,18,2,9,11,20,4,10,8,8,3,11,3,7,4,10,1,5,1,7,,,4,6,5,13,5,11,,,,
28,29,Memphis Grizzlies,2018,22,60,16,25,6,35,4,26,18,34,2,8,1,9,,,8,10,18,38,4,22,5,12,8,26,2,11,5,12,6,7,0,10,3,13,1,5,5,2,,,1,9,5,13,5,11,,,,
29,30,Phoenix Suns,2018,21,61,10,31,11,30,6,24,15,37,2,8,2,8,,,4,12,18,41,3,20,6,5,5,40,5,11,6,9,4,10,1,10,0,14,2,3,3,4,,,2,8,5,13,6,12,,,,
0,1,Milwaukee Bucks,2019,60,22,33,8,27,14,40,12,20,10,13,5,14,2,,,6,4,43,14,17,8,5,6,45,5,8,6,10,4,12,3,10,1,10,6,3,2,7,0,,,13,5,6,4,8,2,,,,
1,2,Toronto Raptors,2019,58,24,32,9,26,15,36,16,22,8,12,4,10,8,,,10,0,43,16,15,8,11,7,33,9,12,3,8,7,10,5,8,1,9,6,4,1,7,1,,,14,4,6,4,6,4,,,,
2,3,Golden State Warriors,2019,57,25,30,11,27,14,22,8,35,17,6,4,8,2,,,13,3,41,16,16,9,7,7,34,10,7,7,10,5,11,2,7,4,9,5,5,1,8,1,,,8,2,12,6,10,8,,,,
3,4,Denver Nuggets,2019,54,28,34,7,20,21,20,10,34,18,7,3,6,4,,,12,6,39,18,15,10,13,3,23,11,9,6,8,4,12,4,7,4,9,6,3,3,6,1,,,7,3,12,4,10,8,,,,
4,5,Houston Rockets,2019,53,29,31,10,22,19,21,9,32,20,8,2,6,4,,,14,4,33,24,20,5,5,7,29,12,9,6,11,4,8,6,8,4,12,3,4,1,1,5,,,7,3,8,10,10,6,,,,
5,6,Portland Trail Blazers,2019,53,29,32,9,21,20,24,6,29,23,9,1,8,2,,,12,6,34,23,19,6,4,6,29,8,8,7,8,7,11,4,6,3,10,5,5,1,5,2,,,7,3,6,10,11,7,,,,
6,7,Philadelphia 76ers,2019,51,31,31,10,20,21,31,21,20,10,8,8,12,6,,,8,2,37,21,14,10,10,8,22,16,12,4,7,6,11,4,6,4,9,5,2,4,4,4,,,11,7,6,4,6,4,,,,
7,8,Utah Jazz,2019,50,32,29,12,21,20,20,10,30,22,6,4,7,3,,,12,6,32,25,18,7,0,7,34,12,7,9,7,7,11,4,6,3,11,4,4,2,4,3,,,7,3,8,8,10,8,,,,
8,9,Boston Celtics,2019,49,33,28,13,21,20,35,17,14,16,10,6,13,5,,,5,5,37,21,12,12,5,6,24,12,7,8,9,5,11,4,5,6,8,7,4,1,5,2,,,12,6,4,6,5,5,,,,
9,10,Oklahoma City Thunder,2019,49,33,27,14,22,19,21,9,28,24,6,4,8,2,,,10,8,37,20,12,13,6,7,23,12,12,3,9,6,9,5,6,5,6,10,5,0,2,4,,,7,3,9,7,9,9,,,,
10,11,Indiana Pacers,2019,48,34,29,12,19,22,33,19,15,15,9,9,11,5,,,5,5,38,20,10,14,6,6,23,16,8,6,12,3,7,7,9,3,4,10,3,2,5,3,,,13,5,5,5,5,5,,,,
11,12,Los Angeles Clippers,2019,48,34,26,15,22,19,20,10,28,24,6,4,7,3,,,11,5,32,27,16,7,6,2,23,18,11,3,6,9,7,9,6,5,13,2,1,3,4,3,,,7,3,7,11,10,8,,,,
12,13,San Antonio Spurs,2019,48,34,32,9,16,25,18,12,30,22,6,4,7,3,,,10,8,33,26,15,8,7,4,25,16,5,10,11,5,10,5,3,7,10,4,4,1,5,2,,,5,5,10,8,10,6,,,,
13,14,Brooklyn Nets,2019,42,40,23,18,19,22,29,23,13,17,8,8,10,8,,,6,4,30,29,12,11,12,8,16,22,5,10,9,6,11,4,4,6,7,7,3,2,3,5,,,11,7,2,8,5,5,,,,
14,15,Orlando Magic,2019,42,40,25,16,17,24,30,22,12,18,11,7,9,9,,,4,6,27,32,15,8,5,6,21,21,9,7,5,8,5,11,8,3,9,5,4,1,2,5,,,10,6,2,8,6,4,,,,
15,16,Detroit Pistons,2019,41,41,26,15,15,26,27,25,14,16,10,8,8,8,,,5,5,26,30,15,11,6,9,16,21,8,4,4,11,6,10,7,3,10,6,2,4,4,3,,,9,9,4,6,5,5,,,,
16,17,Charlotte Hornets,2019,39,43,25,16,14,27,29,23,10,20,8,10,11,7,,,3,7,27,30,12,13,6,10,21,20,7,7,7,7,6,8,4,7,7,8,4,2,4,4,,,10,6,2,8,5,5,,,,
17,18,Miami Heat,2019,39,43,19,22,20,21,23,29,16,14,7,11,9,9,,,3,7,26,30,13,13,6,9,16,20,5,9,9,5,7,7,3,9,11,4,1,5,3,4,,,7,9,4,6,9,1,,,,
18,19,Sacramento Kings,2019,39,43,24,17,15,26,18,12,21,31,3,7,7,3,,,4,12,30,27,9,16,6,7,16,18,5,8,9,6,7,8,5,5,7,9,1,4,5,3,,,8,2,7,11,10,8,,,,
19,20,Los Angeles Lakers,2019,37,45,22,19,15,26,12,18,25,27,1,9,5,5,,,9,7,28,29,9,16,5,4,16,25,10,4,8,7,6,9,3,6,5,11,2,3,3,5,,,6,4,7,11,9,9,,,,
20,21,Minnesota Timberwolves,2019,36,46,25,16,11,30,14,16,22,30,4,6,5,5,,,9,9,27,30,9,16,8,5,19,22,7,7,6,9,8,6,4,7,5,9,2,4,4,4,,,5,5,5,11,8,10,,,,
21,22,Dallas Mavericks,2019,33,49,24,17,9,32,15,15,18,34,4,6,6,4,,,6,12,26,31,7,18,7,7,12,22,8,4,7,9,6,9,4,6,3,12,3,3,2,6,,,5,5,8,10,4,12,,,,
22,23,Memphis Grizzlies,2019,33,49,21,20,12,29,9,21,24,28,3,7,3,7,,,7,11,23,36,10,13,6,9,14,19,9,6,5,10,2,14,4,7,7,7,2,3,4,2,,,3,7,9,9,8,8,,,,
23,24,New Orleans Pelicans,2019,33,49,19,22,14,27,10,20,23,29,3,7,5,5,,,8,10,26,33,7,16,4,6,15,20,7,9,6,9,6,8,4,7,5,10,1,3,4,3,,,2,8,7,11,8,8,,,,
24,25,Washington Wizards,2019,32,50,22,19,10,31,19,33,13,17,6,12,6,12,,,5,5,24,34,8,16,5,6,14,23,7,8,6,9,8,6,3,7,7,10,0,4,1,6,,,7,9,4,6,4,6,,,,
25,26,Atlanta Hawks,2019,29,53,17,24,12,29,16,36,13,17,4,14,6,12,,,4,6,19,39,10,14,9,6,7,31,3,13,6,7,5,9,5,7,7,8,1,4,2,5,,,6,10,5,5,4,6,,,,
26,27,Chicago Bulls,2019,22,60,9,32,13,28,16,36,6,24,4,14,3,13,,,2,8,14,44,8,16,8,8,9,31,3,12,5,9,2,13,5,5,4,11,1,4,2,6,,,9,9,1,9,3,7,,,,
27,28,Cleveland Cavaliers,2019,19,63,13,28,6,35,15,37,4,26,6,12,4,12,,,2,8,12,46,7,17,5,4,6,43,3,11,4,12,3,12,4,6,4,11,0,5,1,6,,,5,13,0,10,2,8,,,,
28,29,Phoenix Suns,2019,19,63,12,29,7,34,8,22,11,41,3,7,3,7,,,3,13,11,48,8,15,5,5,5,40,3,12,5,11,2,13,1,8,5,10,2,3,1,6,,,2,8,2,16,6,12,,,,
29,30,New York Knicks,2019,17,65,9,32,8,33,11,41,6,24,2,14,3,15,,,2,8,11,47,6,18,4,7,6,41,5,10,2,12,1,12,3,9,1,13,3,3,2,6,,,6,12,0,10,4,6,,,,
0,1,Milwaukee Bucks,2020,56,17,30,5,26,12,37,7,19,10,10,4,13,1,,,7,2,46,8,10,9,3,2,38,8,15,1,13,2,11,2,10,1,2,4,,,2,2,,,14,2,7,3,5,5,1,0,2,5
1,2,Toronto Raptors,2020,53,19,26,10,27,9,34,11,19,8,9,5,13,3,,,7,2,40,15,13,4,6,4,23,10,10,3,9,7,12,3,7,3,4,1,,,4,1,,,12,3,7,3,5,3,nan,,7,1
2,3,Los Angeles Lakers,2020,52,19,25,10,27,9,16,9,36,10,5,5,4,3,,,10,3,41,12,11,7,7,3,25,11,14,1,9,5,10,4,9,2,4,1,,,3,1,,,7,1,12,3,14,4,1,0,2,5
3,4,Los Angeles Clippers,2020,49,23,27,9,22,14,17,7,32,16,5,3,4,3,,,8,6,37,18,12,5,8,3,32,8,10,4,10,5,9,4,7,4,4,1,,,4,2,,,8,1,11,5,13,5,0,1,5,2
4,5,Boston Celtics,2020,48,24,26,10,22,14,30,13,18,11,9,6,9,4,,,6,4,38,16,10,8,6,5,29,7,10,4,10,3,9,7,9,3,2,3,,,3,1,,,12,3,6,3,6,4,0,1,5,2
5,6,Denver Nuggets,2020,46,27,26,11,20,16,17,11,29,16,6,4,4,4,,,9,7,38,17,8,10,9,5,16,13,10,2,10,6,11,5,6,4,3,3,,,3,2,,,7,3,12,2,8,7,nan,,3,5
6,7,Indiana Pacers,2020,45,28,25,11,20,17,28,19,17,9,9,7,8,7,,,5,2,32,23,13,5,5,7,20,12,11,4,10,5,9,5,5,7,3,2,,,1,3,,,11,5,7,3,5,4,nan,,6,2
7,8,Houston Rockets,2020,44,28,24,12,20,16,16,9,28,19,6,3,4,3,,,10,6,34,20,10,8,4,5,22,14,10,5,10,5,7,7,9,2,1,4,,,3,1,,,6,3,10,8,8,5,1,0,3,4
